675,Fri Apr 07 16:18:27 CEST 2017 - Harry and Louis 🌈 -  : RT"
676,"@hesinthelight:"
677,"Not"
678,"be"
679,"dramatic,"
680,"but"
681,"we're"
682,"literally"
683,"watching"
684,"history"
685,"made"
686,Fri Apr 07 16:18:27 CEST 2017 - SOTT, EU TE VENERO -  Slá  : RT"
687,Fri Apr 07 16:18:26 CEST 2017 - caio 🐮 -  : RT"
688,"@ScarsOfZouis:"
689,"tem"
690,"saber"
691,"sou"
692,"imortal"
693,"pra"
694,"continuar"
695,"pé"
696,"depois"
697,"tantos"
698,"tiros"
699,"dele#SignOfTheTimes"
700,"https://t.co/b…"
701,Fri Apr 07 16:18:26 CEST 2017 - Arabella Tomlinson - Ireland, USA, Ecuador : canceled"
702,"my"
703,"plans"
704,"today"
705,"just"
706,"hear"
707,"OMG"
708,"that"
709,"high"
710,"not"
711,"though"
712,"😍😍😍"
713,Fri Apr 07 16:18:26 CEST 2017 - lia - somewhere being petty  : #SignOfTheTimes"
714,"omg"
715,"oK"
716,"YES!!!!"
717,Fri Apr 07 16:18:26 CEST 2017 - juli - south hill, wa : RT"
718,"@JustHoldSel:"
719,"So"
720,"proud!!!"
721,"🙌🏼🙌🏼🙌🏼💚💚💚"
722,"#ProudOfHarry"
723,"https://t.co/wMnDgKD2eZ"
724,Fri Apr 07 16:18:26 CEST 2017 - lucas - Rio de Janeiro, Brasil : RT"
725,"@__itspri:"
726,"vou"
727,"recuperar"
728,"tão"
729,"cedo"
730,"bicho"
731,Fri Apr 07 16:18:26 CEST 2017 - sofisofz 🌹 - arg : RT"
732,"@xLOUISP0RR0x:"
733,"BIENVENIDAS"
734,"PARAÍSO#SignOfTheTimes"
735,"https://t.co/4TIqlvht5q"
736,Fri Apr 07 16:18:26 CEST 2017 - VI 🇲🇽 - México, duh : RT"
737,"@xxCrazyNiallxx:"
738,"mundo"
739,"DEBE"
740,"escuchar"
741,"hermosa,"
742,"letra,"
743,"transmite."
744,"Dios,"
745,"OBRA"
746,"ARTEht…"
747,Fri Apr 07 16:18:26 CEST 2017 - Катя -  : RT"
748,"@faymebae:"
749,"@.lou"
750,"давай"
751,"чувак"
752,"мы"
753,"ждем"
754,"https://t.co/MQwtiHsi0L"
755,Fri Apr 07 16:18:26 CEST 2017 - kevin 🌈 - Gay Ships  : RT"
756,"@royaltyzjm:"
757,"https://t.co/8s5mFh1x…"
758,Fri Apr 07 16:18:26 CEST 2017 - Berry costa - Maceió, Brasil : RT"
759,"@CentralLarry:"
760,"O"
761,"music"
762,"video"
763,"filmado"
764,"na"
765,"Ilha"
766,"Skye"
767,"dirigido"
768,"Yoann"
769,"Lemoine"
770,"!!"
771,Fri Apr 07 16:18:26 CEST 2017 - ㅤ - 17.03.2016 🐚 : RT"
772,"@louistrevas:"
773,"''If"
774,"we"
775,"never"
776,"learn,"
777,"been"
778,"here"
779,"before,"
780,"why"
781,"are"
782,"always"
783,"stuck"
784,"running"
785,"from"
786,"bullets?''"
787,Fri Apr 07 16:18:26 CEST 2017 - Alexa Lovelace - Mexico : RT"
788,"@NotasStyles:"
789,"ha"
790,"respondido"
791,"tweet"
792,"escribiendo:"
793,""Me"
794,"encanta"
795,"H.""
796,"#NotasStyles."
797,"https://t.co/U…"
798,Fri Apr 07 16:18:26 CEST 2017 - Harry Styles - In Harry and Louis's house : RT"
799,Fri Apr 07 16:18:26 CEST 2017 - qwel - riverdale : RT"
800,"@hazzstyIinson:"
801,"estou"
802,"assim"
803,"nesse"
804,"exato"
805,"momento"
806,"https://t.co/NALgWa2Bqn"
807,Fri Apr 07 16:18:26 CEST 2017 - iris. - Somewhere we belong. : RT"
808,"@RaizaBriggette:"
809,"#Signofthetimes"
810,"Me"
811,"enamoré.😍😭💙"
812,"https://t.co/oUs56NUwba"
813,Fri Apr 07 16:18:26 CEST 2017 - Siri_Styles -  : RT"
814,".@CarsonDaly"
815,"debuting"
816,"#SignOFTheTimes"
817,"RIGHT"
818,"NOW!"
819,"We're"
820,"obsessed!!"
821,"https://t.co/N5vLQH7QdI"
822,Fri Apr 07 16:18:26 CEST 2017 - || Y U N I || - Ucayali, Peru : #SignOfTheTimes"
823,"😍👌"
824,"https://t.co/ZYifBG72dZ"
825,Fri Apr 07 16:18:26 CEST 2017 - Lidewij ღ - Wonderland // 19. : RT"
826,"@idiotslane:"
827,"Harry:"
828,"crying-Me:"
829,"IT'S"
830,"SIGN"
831,"TIIIIIMES#SignOfTheTimes"
832,"https://t.co/93bJOV098x"
833,Fri Apr 07 16:18:26 CEST 2017 - hs1 is coming -  : RT"
834,Fri Apr 07 16:18:26 CEST 2017 - ѵåӀėղԵïղä🍟 - in Ethan's and Grayson's arms : RT"
835,"@marilalla8:"
836,"E"
837,"niente,il"
838,"risveglio"
839,"migliore"
840,"della"
841,"vita"
842,"è"
843,"sua"
844,"voce"
845,"https://t.co/oFSciEXjEf"
846,Fri Apr 07 16:18:26 CEST 2017 - Ale Styles -  : RT"
847,Fri Apr 07 16:18:25 CEST 2017 - przepiękna gazela🦄 -  : RT"
848,"@LarentsNewsPL:"
849,"'Sign"
850,"Times'"
851,"jest"
852,"już"
853,"numerem"
854,"46"
855,"krajach"
856,"świcie,"
857,"minęły"
858,"niecałe"
859,"3"
860,"godziny!!!"
861,Fri Apr 07 16:18:25 CEST 2017 - Gigi loves BTS 💕 - Salvador, Brasil : RT"
862,"@Dry_0303:"
